Bucketed Score,Intersection,Lat,Long,Raw Score,# Accidents,Traffic
9.0,Broadway & West 161st Street,40.8365346,-73.9430023,0.0056,10,1794
9.0,Amsterdam Avenue,40.8195669,-73.9517315,0.0056,9,1617
9.0,Wadsworth Avenue & West 182nd Street,40.850417,-73.934544,0.0056,6,1079
9.0,Wadsworth Avenue & West 176th Street,40.846623,-73.937313,0.0056,2,360
9.0,Saint Nicholas Avenue & West 175th Street,40.845434,-73.93657,0.0055,3,543
9.0,Hamilton Place & West 140th Street,40.822646,-73.9513029,0.0055,4,724
9.0,Broadway & West 158th Street,40.8346611,-73.9443745,0.0055,32,5820
9.0,Riverside Drive,40.824739,-73.954347,0.0055,2,364
9.0,Audubon Avenue & West 178th Street,40.846763,-73.933776,0.0055,13,2382
9.0,Amsterdam Avenue & West 146th Street,40.825901,-73.9471053,0.0054,14,2571
9.0,Adam Clayton Powell Jr. Boulevard & West 135th Street,40.8152715,-73.9436452,0.0054,29,5338
9.0,Audubon Avenue & West 173rd Street,40.84355,-73.936126,0.0054,2,369
9.0,Pearl Street,40.7031174,-74.0130041,0.0054,8,1481
9.0,Adam Clayton Powell Jr. Boulevard & West 137th Street,40.8166319,-73.9428436,0.0053,4,749
9.0,Fort Washington Avenue & West 172nd Street,40.844686,-73.940795,0.0053,10,1881
9.0,5th Avenue & East 128th Street,40.808334,-73.940861,0.0053,8,1517
9.0,10th Avenue & Nagle Avenue,40.863121,-73.9206112,0.0053,12,2277
9.0,10th Avenue & Sherman Avenue,40.866813,-73.917205,0.0053,3,571
9.0,Malcolm X Boulevard & West 135th Street,40.8140745,-73.9407852,0.0052,29,5535
9.0,Amsterdam Avenue & West 149th Street,40.8277683,-73.9457415,0.0052,8,1534
9.0,Trinity Place,40.7062925,-74.0143097,0.0052,8,1545
9.0,2nd Avenue & East 115th Street,40.7963153,-73.9382745,0.0052,15,2904
9.0,Malcolm X Boulevard & West 129th Street,40.8102846,-73.9435449,0.0051,23,4497
9.0,Catherine Slip,40.7102032,-73.9965066,0.0051,2,394
9.0,Adam Clayton Powell Jr. Boulevard & West 117th Street,40.8039386,-73.9521145,0.0051,8,1576
9.0,Malcolm X Boulevard & West 137th Street,40.8153746,-73.9398384,0.0051,15,2956
9.0,Broome Street,40.716394,-73.984536,0.0051,1,198
9.0,Amsterdam Avenue & West 134th Street,40.8182304,-73.9527076,0.005,5,991
9.0,Saint Nicholas Avenue & West 164th Street,40.837714,-73.939994,0.005,5,992
9.0,Bradhurst Avenue,40.827039,-73.94014,0.005,4,798
9.0,Adam Clayton Powell Jr. Boulevard & West 119th Street,40.8051865,-73.9511881,0.005,10,1998
9.0,Adam Clayton Powell Jr. Boulevard & West 127th Street,40.8102509,-73.9473096,0.005,17,3404
9.0,Dyckman Street,40.8690905,-73.9315191,0.0049,1,203
9.0,Broadway & West 139th Street,40.8226181,-73.9531692,0.0049,11,2234
9.0,Fort Washington Avenue & West 162nd Street,40.8377866,-73.9440172,0.0049,5,1022
9.0,Adam Clayton Powell Jr. Boulevard & West 115th Street,40.8025125,-73.952928,0.0049,9,1840
9.0,Bradhurst Avenue & West 152nd Street,40.827657,-73.93969,0.0049,3,614
9.0,2nd Avenue,40.8046071,-73.932283,0.0049,25,5134
9.0,Saint Nicholas Avenue & West 117th Street,40.80419,-73.952723,0.0049,4,824
9.0,Amsterdam Avenue & West 160th Street,40.8347248,-73.9406514,0.0048,8,1660
9.0,Broadway & West 134th Street,40.819405,-73.9554946,0.0048,8,1667
9.0,Broadway & West 184th Street,40.852058,-73.934776,0.0048,12,2506
9.0,Delancey Street & Norfolk Street,40.7183875,-73.9873771,0.0048,35,7321
9.0,Broadway & West 166th Street,40.8398471,-73.9405865,0.0048,4,837
9.0,Broadway & West 179th Street,40.8489682,-73.9370276,0.0048,18,3779
9.0,Bennett Avenue & West 190th Street,40.856783,-73.933681,0.0048,2,420
9.0,Isham Street & Seaman Avenue,40.869877,-73.920897,0.0048,3,631
9.0,Frederick Douglass Boulevard & West 136th Street,40.817175,-73.946055,0.0047,8,1695
9.0,Fort Washington Avenue & West 161st Street,40.8370771,-73.9442977,0.0047,6,1277
9.0,Post Avenue & West 207th Street,40.864809,-73.919362,0.0047,16,3406
9.0,Amsterdam Avenue & West 139th Street,40.8214395,-73.9503639,0.0047,4,855
9.0,Adam Clayton Powell Jr. Boulevard & West 139th Street,40.8178917,-73.9419319,0.0047,4,856
9.0,Frederick Douglass Boulevard & West 126th Street,40.810843,-73.95068,0.0047,17,3645
9.0,Riverside Drive & West 165th Street,40.8410394,-73.9447121,0.0046,59,12723
9.0,Mercer Street,40.720341,-74.002221,0.0046,6,1299
9.0,Broadway & West 160th Street,40.8359164,-73.9434608,0.0046,16,3467
9.0,Hester Street & Ludlow Street,40.7157938,-73.9905541,0.0046,9,1955
9.0,East 110th Street & Lexington Avenue,40.7948104,-73.9444042,0.0045,16,3524
9.0,2nd Avenue & East 127th Street,40.8040762,-73.932669,0.0045,24,5303
9.0,10th Avenue & Isham Street,40.8655852,-73.9181211,0.0045,2,443
9.0,Adam Clayton Powell Jr. Boulevard & West 132nd Street,40.8133636,-73.9450358,0.0045,19,4230
9.0,Lincoln Tunnel Expressway & West 31st Street,40.7522084,-73.9993843,0.0045,24,5369
9.0,Bayard Street & Elizabeth Street,40.7153606,-73.9977162,0.0045,12,2687
9.0,Amsterdam Avenue & West 130th Street,40.8157311,-73.9545328,0.0045,7,1569
9.0,Old Broadway & West 126th Street,40.8155516,-73.9569141,0.0044,8,1800
9.0,East 119th Street & Pleasant Avenue,40.796988,-73.931743,0.0044,9,2030
9.0,Saint Nicholas Avenue & West 160th Street,40.8344923,-73.940048,0.0044,1,226
9.0,Adam Clayton Powell Jr. Boulevard & West 142nd Street,40.8196905,-73.9404039,0.0044,12,2719
9.0,Malcolm X Boulevard,40.8172567,-73.9384793,0.0044,8,1815
9.0,Frederick Douglass Boulevard & West 127th Street,40.811478,-73.950216,0.0044,11,2497
9.0,Edgecombe Avenue & West 136th Street,40.81776,-73.947441,0.0044,1,227
9.0,Amsterdam Avenue & West 141st Street,40.8226821,-73.9494564,0.0044,9,2045
9.0,Fort Washington Avenue,40.843443,-73.9416398,0.0044,7,1596
9.0,Cabrini Boulevard,40.854677,-73.938652,0.0044,4,912
9.0,Amsterdam Avenue & West 154th Street,40.8308881,-73.9434627,0.0044,2,457
9.0,John Street & William Street,40.7087143,-74.0072883,0.0044,12,2748
9.0,Amsterdam Avenue,40.8498909,-73.9295801,0.0044,1,229
9.0,N/A,40.747087,-73.9757923,0.0044,1,229
9.0,Malcolm X Boulevard & West 139th Street,40.8166431,-73.938929,0.0044,14,3210
9.0,Broadway & West 146th Street,40.827083,-73.9499093,0.0043,15,3449
9.0,East 132nd Street & Madison Avenue,40.8101617,-73.9374069,0.0043,19,4379
9.0,East 103rd Street & Lexington Avenue,40.7903168,-73.9476849,0.0043,16,3752
9.0,9th Avenue & West 204th Street,40.861775,-73.918469,0.0043,9,2116
9.0,Claremont Avenue & West 119th Street,40.810373,-73.963477,0.0042,4,943
9.0,Greenwich Street,40.7130017,-74.0117733,0.0042,2,472
9.0,Edgecombe Avenue & West 150th Street,40.826821,-73.941536,0.0042,10,2361
9.0,11th Avenue & West 40th Street,40.7595167,-73.9992636,0.0042,112,26504
9.0,Broadway,40.850774,-73.935426,0.0042,11,2609
9.0,Colonel Robert Magaw Place & West 181st Street,40.850645,-73.937365,0.0042,3,712
9.0,5th Avenue & West 126th Street,40.807089,-73.941771,0.0042,9,2138
9.0,10th Avenue & West 213th Street,40.868251,-73.916139,0.0042,3,713
9.0,Amsterdam Avenue & West 143rd Street,40.8239471,-73.9485377,0.0042,5,1191
9.0,Fort Washington Avenue & West 187th Street,40.855125,-73.9369033,0.0042,12,2862
9.0,Isham Street & Vermilyea Avenue,40.867275,-73.919215,0.0041,1,242
9.0,Saint John's Lane & York Street,40.721083,-74.005845,0.0041,2,487
9.0,Saint Nicholas Avenue & West 113th Street,40.800686,-73.952508,0.0041,3,731
9.0,Dyckman Street & Sherman Avenue,40.863575,-73.926011,0.0041,16,3926
9.0,Broome Street & Holland Tunnel access,40.7244231,-74.006055,0.0041,17,4191
9.0,West 125th Street,40.817007,-73.959493,0.004,12,2965
9.0,FDR Drive,40.7146116,-73.9768601,0.004,2,495
9.0,2nd Avenue & East 110th Street,40.7931826,-73.940567,0.004,19,4706
9.0,Wadsworth Avenue & West 190th Street,40.8554227,-73.9308767,0.004,1,249
9.0,East 105th Street & Lexington Avenue,40.7915682,-73.9467668,0.004,13,3241
9.0,Adam Clayton Powell Jr. Boulevard & West 140th Street,40.8185035,-73.9414661,0.004,12,3021
9.0,Amsterdam Avenue,40.8042569,-73.9629285,0.004,10,2525
9.0,Wadsworth Avenue & West 186th Street,40.852898,-73.932725,0.004,3,759
9.0,Amsterdam Avenue & West 161st Street,40.8353595,-73.9401964,0.0039,5,1280
9.0,Malcolm X Boulevard & West 124th Street,40.8070675,-73.9459054,0.0039,18,4619
9.0,Beak Street & Payson Avenue,40.8679563,-73.9269852,0.0039,3,770
9.0,Broadway & West 148th Street,40.828334,-73.9489939,0.0039,12,3081
9.0,Frederick Douglass Boulevard & West 133rd Street,40.815207,-73.947489,0.0039,4,1029
9.0,5th Avenue & West 131st Street,40.810209,-73.939494,0.0039,9,2316
9.0,Bowery,40.72165,-73.993586,0.0039,20,5155
9.0,Frederick Douglass Boulevard & West 139th Street,40.819047,-73.944687,0.0039,6,1556
9.0,2nd Avenue & East 112th Street,40.7944694,-73.9396282,0.0039,17,4412
9.0,Bradhurst Avenue,40.828296,-73.939248,0.0038,2,520
9.0,East 117th Street & Lexington Avenue,40.7993007,-73.9411255,0.0038,13,3384
9.0,Allen Street & Canal Street,40.7150548,-73.9923742,0.0038,27,7035
9.0,5th Avenue,40.8166934,-73.9348013,0.0038,1,262
9.0,Broadway & West 186th Street,40.8532,-73.934193,0.0038,7,1837
9.0,Audubon Avenue & West 179th Street,40.847412,-73.933307,0.0038,8,2103
9.0,East 102nd Street & Lexington Avenue,40.7896812,-73.9481484,0.0038,15,3954
9.0,Broadway & West 138th Street,40.8220008,-73.9536232,0.0038,12,3194
9.0,Sherman Avenue & West 204th Street,40.8651,-73.921884,0.0038,10,2663
9.0,Bowery & Spring Street,40.7209741,-73.9938614,0.0037,26,6974
9.0,Saint Nicholas Avenue & West 151st Street,40.8280379,-73.942508,0.0037,3,805
9.0,Laurel Hill Terrace,40.850694,-73.927477,0.0037,3,810
9.0,Amsterdam Avenue & West 126th Street,40.8141391,-73.9556954,0.0037,17,4610
9.0,Mount Morris Park West & West 124th Street,40.8064203,-73.9443646,0.0037,5,1357
9.0,2nd Avenue & East 123rd Street,40.8014612,-73.9345368,0.0037,22,6001
9.0,Amsterdam Avenue & West 189th Street,40.8531111,-73.9272272,0.0037,2,547
9.0,Fort Washington Avenue & Overlook Terrace,40.857109,-73.935602,0.0036,7,1929
9.0,Amsterdam Avenue & Old Broadway,40.8151098,-73.9549865,0.0036,7,1932
9.0,East 99th Street & Park Avenue,40.7885339,-73.9512613,0.0036,12,3312
9.0,Fort Washington Avenue & West 181st Street,40.850909,-73.938284,0.0036,22,6078
9.0,Bowery & East Houston Street,40.7240528,-73.9925624,0.0036,87,24074
9.0,East 102nd Street & Park Avenue,40.7904175,-73.9498913,0.0036,17,4710
9.0,Edgecombe Avenue & Saint Nicholas Avenue,40.817116,-73.948009,0.0036,7,1944
9.0,Malcolm X Boulevard & West 134th Street,40.8134039,-73.9412735,0.0036,8,2225
9.0,Dyer Avenue & Dyer Avenue / West 30th Street,40.7552114,-73.9966605,0.0036,20,5572
9.0,Frederick Douglass Boulevard & West 137th Street,40.8178,-73.945598,0.0036,5,1396
9.0,Adam Clayton Powell Jr. Boulevard & West 149th Street,40.8242288,-73.9373192,0.0036,1,280
9.0,Haven Avenue,40.843193,-73.942944,0.0036,1,281
9.0,Malcolm X Boulevard & West 142nd Street,40.8184876,-73.9375772,0.0035,12,3387
9.0,Broome Street & Lafayette Street,40.721063,-73.998196,0.0035,39,11112
9.0,Convent Avenue & West 148th Street,40.8265723,-73.944818,0.0035,4,1142
9.0,2nd Avenue & East 60th Street,40.7612328,-73.9639047,0.0035,55,15717
9.0,Convent Avenue & West 147th Street,40.8259476,-73.9452763,0.0035,3,859
9.0,Broadway & West 180th Street,40.849541,-73.936397,0.0035,12,3444
9.0,Broadway & West 144th Street,40.8257317,-73.9508925,0.0035,14,4038
9.0,Manhattan Avenue & West 119th Street,40.8069537,-73.9553818,0.0035,7,2028
9.0,Amsterdam Avenue & West 148th Street,40.8271519,-73.9461917,0.0034,8,2324
9.0,Fort Washington Avenue & West 171st Street,40.844049,-73.941142,0.0034,4,1167
9.0,Park Terrace East,40.871044,-73.915746,0.0034,1,292
9.0,3rd Avenue & East 123rd Street,40.802397,-73.93677,0.0034,14,4147
9.0,5th Avenue & East 132nd Street,40.810856,-73.939018,0.0034,18,5337
9.0,Stanton Street,40.7187534,-73.9795703,0.0034,2,593
9.0,East 121st Street & Lexington Avenue,40.8018125,-73.9392896,0.0034,9,2685
9.0,Fort Washington Avenue & West 176th Street,40.84721,-73.939779,0.0033,7,2090
9.0,Attorney Street & Stanton Street,40.719982,-73.9836281,0.0033,7,2093
9.0,2nd Avenue & East 58th Street,40.7599903,-73.9647969,0.0033,51,15261
9.0,Riverside Drive & West 102nd Street,40.799705,-73.971924,0.0033,4,1199
9.0,Forsyth Street & Stanton Street,40.722181,-73.990914,0.0033,4,1202
9.0,Broadway & Dongan Place,40.8634187,-73.9300194,0.0033,3,903
9.0,Malcolm X Boulevard & West 143rd Street,40.8191777,-73.9372632,0.0033,3,903
9.0,East 111th Street & Lexington Avenue,40.7954473,-73.9439398,0.0033,13,3941
9.0,Malcolm X Boulevard & West 141st Street,40.8179369,-73.9381673,0.0033,2,607
9.0,Frederick Douglass Boulevard & West 142nd Street,40.820917,-73.943322,0.0033,13,3953
9.0,Broadway & West 140th Street,40.8232381,-73.9527141,0.0033,6,1825
9.0,Convent Avenue & West 130th Street,40.81507,-73.952974,0.0033,9,2741
9.0,Post Avenue & West 204th Street,40.864112,-73.92125,0.0033,8,2440
9.0,Malcolm X Boulevard & West 123rd Street,40.8064396,-73.9463669,0.0033,15,4603
9.0,Vermilyea Avenue & West 207th Street,40.866759,-73.920612,0.0033,12,3688
9.0,Fort Washington Avenue & West 169th Street,40.84281,-73.942013,0.0032,7,2155
9.0,Division Street & Orchard Street,40.7144204,-73.9921352,0.0032,2,616
9.0,Broadway & West 178th Street,40.8483904,-73.9376885,0.0032,32,9928
9.0,Malcolm X Boulevard & West 133rd Street,40.8128505,-73.9418859,0.0032,3,931
9.0,2nd Avenue & East 111th Street,40.793837,-73.9400924,0.0032,15,4675
9.0,Overlook Terrace & West 184th Street,40.8538229,-73.9363632,0.0032,1,312
9.0,5th Avenue,40.814044,-73.936688,0.0032,6,1877
9.0,Broadway & West 125th Street,40.815657,-73.9582483,0.0032,60,18781
9.0,Adam Clayton Powell Jr. Boulevard & West 111th Street,40.7999885,-73.9547869,0.0032,16,5021
9.0,Fort Washington Avenue & West 165th Street,40.840193,-73.943066,0.0032,41,12888
9.0,East 115th Street & Lexington Avenue,40.7979309,-73.9421296,0.0032,11,3458
9.0,West 138th Street,40.8148302,-73.9366057,0.0032,2,632
9.0,Saint Nicholas Avenue & West 157th Street,40.8323747,-73.9408792,0.0032,3,950
9.0,Malcolm X Boulevard & West 119th Street,40.8039301,-73.9482084,0.0032,19,6020
9.0,Adam Clayton Powell Jr. Boulevard & West 138th Street,40.8171973,-73.9422256,0.0031,8,2544
9.0,East 119th Street & Lexington Avenue,40.8005566,-73.9402073,0.0031,8,2550
9.0,Bowery & Hester Street,40.7172937,-73.99544,0.0031,41,13071
9.0,Dyer Avenue & West 40th Street,40.7576611,-73.9948152,0.0031,21,6697
9.0,Amsterdam Avenue & West 147th Street,40.8265253,-73.9466493,0.0031,7,2235
9.0,Broadway & West 183rd Street,40.851434,-73.935083,0.0031,8,2564
9.0,Broadway & West 147th Street,40.8277058,-73.9494552,0.0031,10,3205
9.0,Bowery,40.7150274,-73.9967566,0.0031,20,6422
9.0,Riverside Drive,40.828296,-73.950858,0.0031,9,2896
9.0,Ridge Street & Rivington Street,40.7185738,-73.9833981,0.0031,13,4186
9.0,Adam Clayton Powell Jr. Boulevard & West 130th Street,40.8120924,-73.9459628,0.0031,5,1615
9.0,Beaver Street,40.7049909,-74.0115503,0.0031,20,6487
9.0,Fort Washington Avenue & West 177th Street,40.847838,-73.939524,0.0031,6,1961
9.0,Delancey Street & Orchard Street,40.7189506,-73.9898117,0.003,34,11163
9.0,5th Avenue & West 127th Street,40.807713,-73.941318,0.003,7,2334
9.0,Fort Washington Avenue,40.846519,-73.940061,0.003,3,1003
9.0,2nd Avenue & East 102nd Street,40.7880638,-73.9443183,0.003,25,8364
9.0,Convent Avenue & Saint Nicholas Avenue,40.8287277,-73.9422069,0.003,3,1005
9.0,Clinton Street & Stanton Street,40.720233,-73.984472,0.003,22,7393
9.0,East 10th Street & FDR Drive,40.7241822,-73.9735174,0.003,3,1013
9.0,Seaman Avenue & West 207th Street,40.86915,-73.922145,0.003,3,1014
9.0,East 129th Street & Madison Avenue,40.8082712,-73.9387908,0.0029,8,2722
9.0,Frederick Douglass Boulevard & West 123rd Street,40.8088678,-73.9521352,0.0029,10,3411
9.0,Broadway & Hamilton Place,40.8207561,-73.9545541,0.0029,11,3791
9.0,East 128th Street & Madison Avenue,40.8076531,-73.9392434,0.0029,11,3803
9.0,Malcolm X Boulevard & West 136th Street,40.8148176,-73.9404415,0.0029,2,692
9.0,Chrystie Street & Delancey Street,40.7199017,-73.9929057,0.0029,66,22851
9.0,East 120th Street & Lexington Avenue,40.8011925,-73.9397405,0.0029,5,1734
9.0,Riverside Drive & West 94th Street,40.7948301,-73.9762353,0.0028,7,2461
9.0,Harlem River Driveway & Saint Nicholas Place,40.8303809,-73.9401576,0.0028,10,3518
9.0,Division Street & Forsyth Street,40.7142818,-73.9941375,0.0028,6,2112
9.0,Broadway & West 185th Street,40.852729,-73.93443,0.0028,5,1761
9.0,Pinehurst Avenue & West 185th Street,40.853537,-73.938378,0.0028,2,705
9.0,Audubon Avenue & West 166th Street,40.839296,-73.939239,0.0028,1,353
9.0,Frederick Douglass Boulevard & West 145th Street,40.8228413,-73.9419205,0.0028,29,10259
9.0,Riverside Drive,40.8295858,-73.9500819,0.0028,8,2833
9.0,Audubon Avenue & West 168th Street,40.840487,-73.938364,0.0028,2,709
9.0,2nd Avenue & East 108th Street,40.791908,-73.941503,0.0028,11,3902
9.0,Lexington Avenue,40.8075465,-73.9351219,0.0028,2,718
9.0,Bennett Avenue,40.855581,-73.934266,0.0028,1,362
9.0,Morningside Avenue & West 116th Street,40.8055952,-73.9582071,0.0028,3,1088
9.0,Saint Nicholas Terrace & West 130th Street,40.814187,-73.95086,0.0028,9,3268
9.0,Adam Clayton Powell Jr. Boulevard & West 149th Street,40.8241529,-73.937135,0.0027,10,3648
9.0,Manhattan Avenue & West 120th Street,40.8075815,-73.9549215,0.0027,4,1469
9.0,Saint Nicholas Avenue & West 168th Street,40.84095,-73.9394804,0.0027,2,737
9.0,Bowery & Catherine Street,40.7139962,-73.9974922,0.0027,18,6640
9.0,Henry Street & Mechanics Alley,40.7130528,-73.994075,0.0027,1,370
9.0,Adam Clayton Powell Jr. Boulevard & West 116th Street,40.8031867,-73.9524559,0.0027,27,10016
9.0,Pinehurst Avenue & West 180th Street,40.8501784,-73.9396399,0.0027,6,2232
9.0,Laurel Hill Terrace,40.851432,-73.92708,0.0026,2,757
9.0,Payson Avenue & Seaman Avenue,40.868686,-73.923433,0.0026,3,1139
9.0,Madison Street & Market Street,40.712308,-73.994361,0.0026,17,6517
9.0,West 125th Street,40.815156,-73.957829,0.0026,12,4618
9.0,Broadway & West 142nd Street,40.8244983,-73.9517954,0.0026,13,5078
9.0,Frederick Douglass Boulevard & West 138th Street,40.818424,-73.945141,0.0026,8,3135
9.0,Delancey Street & Forsyth Street,40.7196783,-73.9921758,0.0025,25,9845
9.0,5th Avenue & East 106th Street,40.794285,-73.951111,0.0025,13,5148
9.0,Morningside Avenue,40.8047141,-73.9582435,0.0025,3,1189
9.0,Amsterdam Avenue & West 128th Street,40.8144827,-73.9554444,0.0025,5,1983
9.0,Mount Morris Park West & West 123rd Street,40.805793,-73.9448139,0.0025,2,795
9.0,Adam Clayton Powell Jr. Boulevard & West 155th Street (surface),40.8282853,-73.9351997,0.0025,1,400
9.0,Amsterdam Avenue & West 111th Street,40.8036303,-73.9633861,0.0025,9,3633
9.0,Adam Clayton Powell Jr. Boulevard & West 121st Street,40.8063816,-73.9501208,0.0025,9,3639
9.0,Saint Nicholas Avenue & West 115th Street,40.802361,-73.952588,0.0025,4,1624
9.0,East 124th Street & West 124th Street,40.805744,-73.942754,0.0025,10,4075
9.0,Seaman Avenue & West 218th Street,40.872499,-73.917176,0.0024,3,1230
9.0,Edgecombe Avenue & West 163rd Street,40.83569,-73.937383,0.0024,3,1231
9.0,Frederick Douglass Boulevard & West 135th Street,40.816502,-73.946546,0.0024,18,7391
9.0,Amsterdam Avenue & West 158th Street,40.8334829,-73.9415672,0.0024,12,4937
9.0,Saint Nicholas Avenue & West 122nd Street,40.808396,-73.952952,0.0024,7,2881
9.0,East 116th Street & Lexington Avenue,40.7986157,-73.9416251,0.0024,27,11166
9.0,9th Avenue & West 203rd Street,40.861142,-73.918927,0.0024,5,2069
9.0,Bradhurst Avenue & West 146th Street,40.8239304,-73.9424115,0.0024,5,2078
9.0,West 181st Street,40.851179,-73.939236,0.0024,7,2912
9.0,Broadway & West 133rd Street,40.8187821,-73.9559715,0.0024,22,9155
9.0,Riverside Drive,40.7991459,-73.9725352,0.0024,5,2090
9.0,Broadway & West 207th Street,40.867693,-73.921214,0.0024,36,15075
9.0,East 108th Street & Park Avenue,40.7942872,-73.9470737,0.0024,9,3786
9.0,Adam Clayton Powell Jr. Boulevard & West 114th Street,40.8019575,-73.9535654,0.0024,7,2946
9.0,Lexington Avenue,40.80567,-73.936471,0.0024,2,843
9.0,2nd Avenue & East 105th Street,40.7899429,-73.9429284,0.0024,14,5902
9.0,Allen Street & Delancey Street,40.7191088,-73.990284,0.0024,49,20683
9.0,Convent Avenue & West 143rd Street,40.82336,-73.947165,0.0024,2,849
9.0,Crosby Street & Howard Street,40.719552,-74.000622,0.0023,8,3438
